Event,Site Num,K,Method,On Site,Data Type,Data Num,Dim Size,Grid Size,Runtime (S),Mem Usage (MB),Timestamp
Strategic Approach (Optimized-KMPPD) - Global Processing,3,-,optimized_kmppd,2,ant,5000,3,5,00:16:31.72,667.01953125,2021-10-01 21:15:13.245100
Strategic Approach (Optimized-KMPPD) - End Global Processing
Strategic Approach (Optimized-KMPPD) - Start Global Processing
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 1
Strategic Approach (Optimized-KMPPD) - Get Local Top,4,-,optimized_kmppd,1,ant,5000,3,5,00:00:07.50,511.69140625,2021-10-01 21:15:33.448229
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,2,ant,5000,3,5,00:16:51.10,501.015625,2021-10-01 21:32:24.545779
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,3,ant,5000,3,5,00:21:03.17,499.8046875,2021-10-01 21:53:33.481219
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,4,ant,5000,3,5,00:15:18.73,499.4140625,2021-10-01 22:08:55.393268
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 2
Strategic Approach (Optimized-KMPPD) - Get Local Top,4,-,optimized_kmppd,2,ant,5000,3,5,00:00:11.80,786.8984375,2021-10-01 22:09:18.492125
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,1,ant,5000,3,5,00:20:36.56,653.1484375,2021-10-01 22:29:55.276647
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,3,ant,5000,3,5,00:19:02.49,641.5703125,2021-10-01 22:49:00.893557
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,4,ant,5000,3,5,00:17:04.15,641.17578125,2021-10-01 23:06:10.837175
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 3
Strategic Approach (Optimized-KMPPD) - Get Local Top,4,-,optimized_kmppd,3,ant,5000,3,5,00:00:09.69,835.9921875,2021-10-01 23:06:31.843335
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,1,ant,5000,3,5,00:16:10.14,676.57421875,2021-10-01 23:22:42.171885
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,2,ant,5000,3,5,00:17:25.58,667.69140625,2021-10-01 23:40:11.085026
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,4,ant,5000,3,5,00:16:35.32,667.4453125,2021-10-01 23:56:52.377318
Strategic Approach (Optimized-KMPPD) - Global Processing of Site 4
Strategic Approach (Optimized-KMPPD) - Get Local Top,4,-,optimized_kmppd,4,ant,5000,3,5,00:00:11.70,840.78515625,2021-10-01 23:57:10.659198
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,1,ant,5000,3,5,00:19:50.46,718.86328125,2021-10-02 00:17:01.379735
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,2,ant,5000,3,5,00:15:23.72,707.58984375,2021-10-02 00:32:30.901304
Strategic Approach (Optimized-KMPPD) - Global Processing,4,-,optimized_kmppd,3,ant,5000,3,5,00:17:19.46,706.83984375,2021-10-02 00:49:56.182985
Strategic Approach (Optimized-KMPPD) - End Global Processing
